session_id,date,open_time,close_date,building_id,office_id,ext_temp,ext_humidity,ext_light
SE2OFF2310992,2022/01/10,10:00:00,18:00:00,2,OFF23,3,48,3
SE2OFF2310992,2022/01/10,18:00:00,19:00:00,2,OFF23,-2,43,0
SE2OFF2310992,2022/01/10,19:00:00,20:00:00,2,OFF23,-2,43,0
SE2OFF2410994,2022/01/10,13:00:00,18:00:00,2,OFF24,3,48,3
SE2OFF2410994,2022/01/10,18:00:00,19:00:00,2,OFF24,-2,43,0
SE2OFF2410996,2022/01/10,19:00:00,20:00:00,2,OFF24,-2,43,0
SE2OFF2510998,2022/01/10,09:00:00,12:00:00,2,OFF25,0,45,0
SE2OFF2511000,2022/01/10,12:00:00,14:00:00,2,OFF25,3,48,3
SE2OFF2511002,2022/01/10,14:00:00,15:00:00,2,OFF25,2,46,3
SE2OFF2511004,2022/01/10,15:00:00,16:00:00,2,OFF25,2,46,3
SE2OFF2511006,2022/01/10,16:00:00,18:00:00,2,OFF25,2,46,2
SE2OFF2511007,2022/01/10,18:00:00,19:00:00,2,OFF25,-2,43,0
SE2OFF2511007,2022/01/10,19:00:00,20:00:00,2,OFF25,-2,43,0
SE2OFF2611008,2022/01/10,10:00:00,12:00:00,2,OFF26,3,48,3
SE2OFF2611008,2022/01/10,13:00:00,14:00:00,2,OFF26,3,48,3
SE2OFF2611008,2022/01/10,14:00:00,15:00:00,2,OFF26,2,46,3
SE2OFF2611008,2022/01/10,17:00:00,18:00:00,2,OFF26,2,46,2
SE2OFF2611010,2022/01/10,18:00:00,19:00:00,2,OFF26,-2,43,0
SE2OFF2611010,2022/01/10,19:00:00,20:00:00,2,OFF26,-2,43,0
SE2OFF2711012,2022/01/10,08:00:00,09:00:00,2,OFF27,0,45,1
SE2OFF2711012,2022/01/10,09:00:00,10:00:00,2,OFF27,0,45,0
SE2OFF2711012,2022/01/10,15:00:00,18:00:00,2,OFF27,2,46,3
SE2OFF2711013,2022/01/10,18:00:00,19:00:00,2,OFF27,-2,43,0
SE2OFF2711013,2022/01/10,19:00:00,20:00:00,2,OFF27,-2,43,0
SE2OFF2811015,2022/01/10,08:00:00,16:00:00,2,OFF28,0,45,1
SE2OFF2811016,2022/01/10,16:00:00,17:00:00,2,OFF28,2,46,2
SE2OFF2811018,2022/01/10,17:00:00,18:00:00,2,OFF28,2,46,2
SE2OFF2811019,2022/01/10,18:00:00,19:00:00,2,OFF28,-2,43,0
SE2OFF2811020,2022/01/10,19:00:00,20:00:00,2,OFF28,-2,43,0
SE2OFF2911022,2022/01/10,08:00:00,09:00:00,2,OFF29,0,45,1
SE2OFF2911023,2022/01/10,09:00:00,10:00:00,2,OFF29,0,45,0
SE2OFF2911023,2022/01/10,15:00:00,19:00:00,2,OFF29,2,46,3
SE2OFF2911023,2022/01/10,19:00:00,20:00:00,2,OFF29,-2,43,0
SE2OFF3011025,2022/01/10,10:00:00,18:00:00,2,OFF30,3,48,3
SE2OFF3011025,2022/01/10,18:00:00,19:00:00,2,OFF30,-2,43,0
SE2OFF3011025,2022/01/10,19:00:00,20:00:00,2,OFF30,-2,43,0
SE2OFF3111026,2022/01/10,12:00:00,17:00:00,2,OFF31,3,48,3
SE2OFF3111028,2022/01/10,17:00:00,18:00:00,2,OFF31,2,46,2
SE2OFF3111029,2022/01/10,18:00:00,19:00:00,2,OFF31,-2,43,0
SE2OFF3111030,2022/01/10,19:00:00,20:00:00,2,OFF31,-2,43,0
SE2OFF3211030,2022/01/10,08:00:00,10:00:00,2,OFF32,0,45,1
SE2OFF3211031,2022/01/10,14:00:00,16:00:00,2,OFF32,2,46,3
SE2OFF3211031,2022/01/10,16:00:00,17:00:00,2,OFF32,2,46,2
SE2OFF3211031,2022/01/10,17:00:00,18:00:00,2,OFF32,2,46,2
SE2OFF3211032,2022/01/10,18:00:00,19:00:00,2,OFF32,-2,43,0
SE2OFF3211032,2022/01/10,19:00:00,20:00:00,2,OFF32,-2,43,0
SE2OFF3311034,2022/01/10,08:00:00,09:00:00,2,OFF33,0,45,1
SE2OFF3311036,2022/01/10,16:00:00,19:00:00,2,OFF33,2,46,2
SE2OFF3311038,2022/01/10,19:00:00,20:00:00,2,OFF33,-2,43,0
SE2OFF3411038,2022/01/10,14:00:00,15:00:00,2,OFF34,2,46,3
SE2OFF3411039,2022/01/10,16:00:00,18:00:00,2,OFF34,2,46,2
SE2OFF3411040,2022/01/10,18:00:00,19:00:00,2,OFF34,-2,43,0
SE2OFF3411041,2022/01/10,19:00:00,20:00:00,2,OFF34,-2,43,0
SE2OFF3511041,2022/01/10,15:00:00,16:00:00,2,OFF35,2,46,3
SE2OFF3511041,2022/01/10,17:00:00,18:00:00,2,OFF35,2,46,2
SE2OFF3511042,2022/01/10,18:00:00,19:00:00,2,OFF35,-2,43,0
SE2OFF3511042,2022/01/10,19:00:00,20:00:00,2,OFF35,-2,43,0
SE2OFF3611042,2022/01/10,09:00:00,10:00:00,2,OFF36,0,45,0
SE2OFF3611043,2022/01/10,16:00:00,17:00:00,2,OFF36,2,46,2
SE2OFF3611043,2022/01/10,18:00:00,19:00:00,2,OFF36,-2,43,0
SE2OFF3611044,2022/01/10,19:00:00,20:00:00,2,OFF36,-2,43,0
SE2OFF3711046,2022/01/10,12:00:00,15:00:00,2,OFF37,3,48,3
SE2OFF3711047,2022/01/10,16:00:00,17:00:00,2,OFF37,2,46,2
SE2OFF3711049,2022/01/10,17:00:00,19:00:00,2,OFF37,2,46,2
SE2OFF3711049,2022/01/10,19:00:00,20:00:00,2,OFF37,-2,43,0
SE2OFF3811050,2022/01/10,09:00:00,10:00:00,2,OFF38,0,45,0
SE2OFF3811052,2022/01/10,10:00:00,11:00:00,2,OFF38,3,48,3
SE2OFF3811052,2022/01/10,17:00:00,18:00:00,2,OFF38,2,46,2
SE2OFF3811053,2022/01/10,18:00:00,19:00:00,2,OFF38,-2,43,0
SE2OFF3811055,2022/01/10,19:00:00,20:00:00,2,OFF38,-2,43,0
SE2OFF3911057,2022/01/10,15:00:00,16:00:00,2,OFF39,2,46,3
SE2OFF3911058,2022/01/10,18:00:00,19:00:00,2,OFF39,-2,43,0
SE2OFF3911058,2022/01/10,19:00:00,20:00:00,2,OFF39,-2,43,0
SE2OFF4011058,2022/01/10,08:00:00,09:00:00,2,OFF40,0,45,1
SE2OFF4011059,2022/01/10,13:00:00,14:00:00,2,OFF40,3,48,3
SE2OFF4011061,2022/01/10,16:00:00,17:00:00,2,OFF40,2,46,2
SE2OFF4011062,2022/01/10,17:00:00,18:00:00,2,OFF40,2,46,2
SE2OFF4011062,2022/01/10,18:00:00,19:00:00,2,OFF40,-2,43,0
SE2OFF4011062,2022/01/10,19:00:00,20:00:00,2,OFF40,-2,43,0
SE2OFF4111062,2022/01/10,12:00:00,14:00:00,2,OFF41,3,48,3
SE2OFF4111064,2022/01/10,14:00:00,15:00:00,2,OFF41,2,46,3
SE2OFF4111066,2022/01/10,15:00:00,16:00:00,2,OFF41,2,46,3
SE2OFF4111066,2022/01/10,16:00:00,17:00:00,2,OFF41,2,46,2
SE2OFF4111068,2022/01/10,17:00:00,18:00:00,2,OFF41,2,46,2
SE2OFF4111069,2022/01/10,18:00:00,19:00:00,2,OFF41,-2,43,0
SE2OFF4111070,2022/01/10,19:00:00,20:00:00,2,OFF41,-2,43,0
SE2OFF4211072,2022/01/10,13:00:00,16:00:00,2,OFF42,3,48,3
SE2OFF4211072,2022/01/10,16:00:00,17:00:00,2,OFF42,2,46,2
SE2OFF4211073,2022/01/10,17:00:00,18:00:00,2,OFF42,2,46,2
SE2OFF4211075,2022/01/10,18:00:00,19:00:00,2,OFF42,-2,43,0
SE2OFF4211075,2022/01/10,19:00:00,20:00:00,2,OFF42,-2,43,0
SE2OFF4311076,2022/01/10,09:00:00,12:00:00,2,OFF43,0,45,0
SE2OFF4311078,2022/01/10,13:00:00,16:00:00,2,OFF43,3,48,3
SE2OFF4311079,2022/01/10,16:00:00,18:00:00,2,OFF43,2,46,2
SE2OFF4311081,2022/01/10,18:00:00,19:00:00,2,OFF43,-2,43,0
SE2OFF4311082,2022/01/10,19:00:00,20:00:00,2,OFF43,-2,43,0
SE2OFF4411084,2022/01/10,08:00:00,09:00:00,2,OFF44,0,45,1
SE2OFF4411084,2022/01/10,12:00:00,16:00:00,2,OFF44,3,48,3
SE2OFF4411086,2022/01/10,17:00:00,18:00:00,2,OFF44,2,46,2
SE2OFF4411086,2022/01/10,18:00:00,19:00:00,2,OFF44,-2,43,0
SE2OFF4411088,2022/01/10,19:00:00,20:00:00,2,OFF44,-2,43,0
SE2OFF4511090,2022/01/10,09:00:00,14:00:00,2,OFF45,0,45,0
SE2OFF4511091,2022/01/10,16:00:00,18:00:00,2,OFF45,2,46,2
SE2OFF4511092,2022/01/10,18:00:00,19:00:00,2,OFF45,-2,43,0
SE2OFF4511093,2022/01/10,19:00:00,20:00:00,2,OFF45,-2,43,0
SE2OFF4611094,2022/01/10,09:00:00,10:00:00,2,OFF46,0,45,0
SE2OFF4611095,2022/01/10,11:00:00,12:00:00,2,OFF46,3,48,3
SE2OFF4611095,2022/01/10,16:00:00,17:00:00,2,OFF46,2,46,2
SE2OFF4611095,2022/01/10,17:00:00,18:00:00,2,OFF46,2,46,2
SE2OFF4611096,2022/01/10,18:00:00,19:00:00,2,OFF46,-2,43,0
SE2OFF4611098,2022/01/10,19:00:00,20:00:00,2,OFF46,-2,43,0
SE2OFF4711098,2022/01/10,09:00:00,16:00:00,2,OFF47,0,45,0
SE2OFF4711100,2022/01/10,16:00:00,17:00:00,2,OFF47,2,46,2
SE2OFF4711101,2022/01/10,18:00:00,19:00:00,2,OFF47,-2,43,0
SE2OFF4711101,2022/01/10,19:00:00,20:00:00,2,OFF47,-2,43,0
SE2OFF4811102,2022/01/10,08:00:00,09:00:00,2,OFF48,0,45,1
SE2OFF4811104,2022/01/10,12:00:00,14:00:00,2,OFF48,3,48,3
SE2OFF4811105,2022/01/10,16:00:00,19:00:00,2,OFF48,2,46,2
SE2OFF4811107,2022/01/10,19:00:00,20:00:00,2,OFF48,-2,43,0
SE2OFF4911108,2022/01/10,13:00:00,14:00:00,2,OFF49,3,48,3
SE2OFF4911109,2022/01/10,14:00:00,15:00:00,2,OFF49,2,46,3
SE2OFF4911111,2022/01/10,16:00:00,17:00:00,2,OFF49,2,46,2
SE2OFF4911111,2022/01/10,17:00:00,19:00:00,2,OFF49,2,46,2
SE2OFF4911113,2022/01/10,19:00:00,20:00:00,2,OFF49,-2,43,0
SE3OFF011114,2022/01/10,08:00:00,12:00:00,3,OFF0,9,44,1
SE3OFF011116,2022/01/10,12:00:00,13:00:00,3,OFF0,12,47,3
SE3OFF011117,2022/01/10,14:00:00,16:00:00,3,OFF0,10,45,3
SE3OFF011119,2022/01/10,16:00:00,17:00:00,3,OFF0,10,45,2
SE3OFF011120,2022/01/10,17:00:00,18:00:00,3,OFF0,10,45,2
SE3OFF011121,2022/01/10,18:00:00,19:00:00,3,OFF0,7,42,0
SE3OFF011121,2022/01/10,19:00:00,20:00:00,3,OFF0,7,42,0
SE3OFF111122,2022/01/10,17:00:00,19:00:00,3,OFF1,10,45,2
SE3OFF111123,2022/01/10,19:00:00,20:00:00,3,OFF1,7,42,0
SE3OFF211124,2022/01/10,08:00:00,18:00:00,3,OFF2,9,44,1
SE3OFF211124,2022/01/10,18:00:00,19:00:00,3,OFF2,7,42,0
SE3OFF211124,2022/01/10,19:00:00,20:00:00,3,OFF2,7,42,0
SE3OFF311124,2022/01/10,10:00:00,15:00:00,3,OFF3,12,47,3
SE3OFF311125,2022/01/10,15:00:00,16:00:00,3,OFF3,10,45,3
SE3OFF311127,2022/01/10,16:00:00,17:00:00,3,OFF3,10,45,2
SE3OFF311128,2022/01/10,17:00:00,18:00:00,3,OFF3,10,45,2
SE3OFF311130,2022/01/10,18:00:00,19:00:00,3,OFF3,7,42,0
SE3OFF311131,2022/01/10,19:00:00,20:00:00,3,OFF3,7,42,0
SE3OFF411131,2022/01/10,09:00:00,13:00:00,3,OFF4,9,44,0
SE3OFF411133,2022/01/10,15:00:00,16:00:00,3,OFF4,10,45,3
SE3OFF411134,2022/01/10,16:00:00,18:00:00,3,OFF4,10,45,2
SE3OFF411135,2022/01/10,18:00:00,19:00:00,3,OFF4,7,42,0
SE3OFF411135,2022/01/10,19:00:00,20:00:00,3,OFF4,7,42,0
SE3OFF511137,2022/01/10,08:00:00,11:00:00,3,OFF5,9,44,1
SE3OFF511138,2022/01/10,12:00:00,14:00:00,3,OFF5,12,47,3
SE3OFF511138,2022/01/10,15:00:00,19:00:00,3,OFF5,10,45,3
SE3OFF511138,2022/01/10,19:00:00,20:00:00,3,OFF5,7,42,0
SE3OFF611138,2022/01/10,08:00:00,11:00:00,3,OFF6,9,44,1
SE3OFF611138,2022/01/10,11:00:00,16:00:00,3,OFF6,12,47,3
SE3OFF611138,2022/01/10,16:00:00,19:00:00,3,OFF6,10,45,2
SE3OFF611139,2022/01/10,19:00:00,20:00:00,3,OFF6,7,42,0
SE3OFF711139,2022/01/10,12:00:00,13:00:00,3,OFF7,12,47,3
SE3OFF711139,2022/01/10,13:00:00,18:00:00,3,OFF7,12,47,3
SE3OFF711139,2022/01/10,18:00:00,19:00:00,3,OFF7,7,42,0
SE3OFF711139,2022/01/10,19:00:00,20:00:00,3,OFF7,7,42,0
SE3OFF811141,2022/01/10,08:00:00,09:00:00,3,OFF8,9,44,1
SE3OFF811143,2022/01/10,10:00:00,11:00:00,3,OFF8,12,47,3
SE3OFF811145,2022/01/10,11:00:00,18:00:00,3,OFF8,12,47,3
SE3OFF811146,2022/01/10,18:00:00,19:00:00,3,OFF8,7,42,0
SE3OFF811147,2022/01/10,19:00:00,20:00:00,3,OFF8,7,42,0
SE3OFF911147,2022/01/10,10:00:00,18:00:00,3,OFF9,12,47,3
SE3OFF911147,2022/01/10,18:00:00,19:00:00,3,OFF9,7,42,0
SE3OFF911148,2022/01/10,19:00:00,20:00:00,3,OFF9,7,42,0
SE3OFF1011150,2022/01/10,10:00:00,12:00:00,3,OFF10,12,47,3
SE3OFF1011151,2022/01/10,13:00:00,15:00:00,3,OFF10,12,47,3
SE3OFF1011151,2022/01/10,15:00:00,19:00:00,3,OFF10,10,45,3
SE3OFF1011152,2022/01/10,19:00:00,20:00:00,3,OFF10,7,42,0
SE3OFF1111154,2022/01/10,10:00:00,12:00:00,3,OFF11,12,47,3
SE3OFF1111156,2022/01/10,12:00:00,13:00:00,3,OFF11,12,47,3
SE3OFF1111156,2022/01/10,14:00:00,15:00:00,3,OFF11,10,45,3
SE3OFF1111158,2022/01/10,16:00:00,19:00:00,3,OFF11,10,45,2
SE3OFF1111158,2022/01/10,19:00:00,20:00:00,3,OFF11,7,42,0
SE3OFF1211159,2022/01/10,08:00:00,09:00:00,3,OFF12,9,44,1
SE3OFF1211161,2022/01/10,12:00:00,14:00:00,3,OFF12,12,47,3
SE3OFF1211161,2022/01/10,15:00:00,18:00:00,3,OFF12,10,45,3
SE3OFF1211163,2022/01/10,18:00:00,19:00:00,3,OFF12,7,42,0
SE3OFF1211164,2022/01/10,19:00:00,20:00:00,3,OFF12,7,42,0
SE3OFF1311165,2022/01/10,08:00:00,17:00:00,3,OFF13,9,44,1
SE3OFF1311165,2022/01/10,18:00:00,19:00:00,3,OFF13,7,42,0
SE3OFF1311166,2022/01/10,19:00:00,20:00:00,3,OFF13,7,42,0
SE3OFF1411167,2022/01/10,09:00:00,19:00:00,3,OFF14,9,44,0
SE3OFF1411167,2022/01/10,19:00:00,20:00:00,3,OFF14,7,42,0
SE3OFF1511169,2022/01/10,15:00:00,17:00:00,3,OFF15,10,45,3
SE3OFF1511170,2022/01/10,17:00:00,18:00:00,3,OFF15,10,45,2
SE3OFF1511172,2022/01/10,18:00:00,19:00:00,3,OFF15,7,42,0
SE3OFF1511174,2022/01/10,19:00:00,20:00:00,3,OFF15,7,42,0
SE3OFF1611176,2022/01/10,08:00:00,09:00:00,3,OFF16,9,44,1
SE3OFF1611177,2022/01/10,13:00:00,17:00:00,3,OFF16,12,47,3
SE3OFF1611179,2022/01/10,18:00:00,19:00:00,3,OFF16,7,42,0
SE3OFF1611181,2022/01/10,19:00:00,20:00:00,3,OFF16,7,42,0
SE3OFF1711182,2022/01/10,08:00:00,12:00:00,3,OFF17,9,44,1
SE3OFF1711183,2022/01/10,13:00:00,14:00:00,3,OFF17,12,47,3
SE3OFF1711183,2022/01/10,16:00:00,17:00:00,3,OFF17,10,45,2
SE3OFF1711183,2022/01/10,17:00:00,18:00:00,3,OFF17,10,45,2
SE3OFF1711185,2022/01/10,18:00:00,19:00:00,3,OFF17,7,42,0
SE3OFF1711185,2022/01/10,19:00:00,20:00:00,3,OFF17,7,42,0
SE3OFF1811186,2022/01/10,08:00:00,09:00:00,3,OFF18,9,44,1
SE3OFF1811186,2022/01/10,09:00:00,13:00:00,3,OFF18,9,44,0
SE3OFF1811187,2022/01/10,13:00:00,15:00:00,3,OFF18,12,47,3
SE3OFF1811189,2022/01/10,15:00:00,19:00:00,3,OFF18,10,45,3
SE3OFF1811189,2022/01/10,19:00:00,20:00:00,3,OFF18,7,42,0
SE3OFF1911191,2022/01/10,11:00:00,14:00:00,3,OFF19,12,47,3
SE3OFF1911193,2022/01/10,14:00:00,15:00:00,3,OFF19,10,45,3
SE3OFF1911195,2022/01/10,15:00:00,16:00:00,3,OFF19,10,45,3
SE3OFF1911197,2022/01/10,16:00:00,17:00:00,3,OFF19,10,45,2
SE3OFF1911198,2022/01/10,18:00:00,19:00:00,3,OFF19,7,42,0
SE3OFF1911199,2022/01/10,19:00:00,20:00:00,3,OFF19,7,42,0
SE3OFF2011199,2022/01/10,11:00:00,19:00:00,3,OFF20,12,47,3
SE3OFF2011201,2022/01/10,19:00:00,20:00:00,3,OFF20,7,42,0
SE3OFF2111203,2022/01/10,11:00:00,15:00:00,3,OFF21,12,47,3
SE3OFF2111205,2022/01/10,15:00:00,16:00:00,3,OFF21,10,45,3
SE3OFF2111206,2022/01/10,16:00:00,17:00:00,3,OFF21,10,45,2
SE3OFF2111208,2022/01/10,17:00:00,18:00:00,3,OFF21,10,45,2
SE3OFF2111208,2022/01/10,18:00:00,19:00:00,3,OFF21,7,42,0
SE3OFF2111208,2022/01/10,19:00:00,20:00:00,3,OFF21,7,42,0
SE3OFF2211210,2022/01/10,08:00:00,15:00:00,3,OFF22,9,44,1
SE3OFF2211212,2022/01/10,16:00:00,17:00:00,3,OFF22,10,45,2
SE3OFF2211212,2022/01/10,17:00:00,18:00:00,3,OFF22,10,45,2
SE3OFF2211212,2022/01/10,18:00:00,19:00:00,3,OFF22,7,42,0
SE3OFF2211214,2022/01/10,19:00:00,20:00:00,3,OFF22,7,42,0
SE3OFF2311215,2022/01/10,10:00:00,12:00:00,3,OFF23,12,47,3
SE3OFF2311217,2022/01/10,12:00:00,13:00:00,3,OFF23,12,47,3
SE3OFF2311217,2022/01/10,13:00:00,14:00:00,3,OFF23,12,47,3
SE3OFF2311218,2022/01/10,15:00:00,19:00:00,3,OFF23,10,45,3
SE3OFF2311220,2022/01/10,19:00:00,20:00:00,3,OFF23,7,42,0
SE3OFF2411220,2022/01/10,13:00:00,17:00:00,3,OFF24,12,47,3
SE3OFF2411220,2022/01/10,17:00:00,18:00:00,3,OFF24,10,45,2
SE3OFF2411222,2022/01/10,18:00:00,19:00:00,3,OFF24,7,42,0
SE3OFF2411224,2022/01/10,19:00:00,20:00:00,3,OFF24,7,42,0
SE3OFF2511226,2022/01/10,08:00:00,09:00:00,3,OFF25,9,44,1
SE3OFF2511227,2022/01/10,16:00:00,18:00:00,3,OFF25,10,45,2
SE3OFF2511229,2022/01/10,18:00:00,19:00:00,3,OFF25,7,42,0
SE3OFF2511231,2022/01/10,19:00:00,20:00:00,3,OFF25,7,42,0
SE3OFF2611232,2022/01/10,08:00:00,09:00:00,3,OFF26,9,44,1
SE3OFF2611233,2022/01/10,09:00:00,10:00:00,3,OFF26,9,44,0
SE3OFF2611235,2022/01/10,10:00:00,11:00:00,3,OFF26,12,47,3
SE3OFF2611237,2022/01/10,12:00:00,19:00:00,3,OFF26,12,47,3
SE3OFF2611237,2022/01/10,19:00:00,20:00:00,3,OFF26,7,42,0
SE3OFF2711237,2022/01/10,08:00:00,09:00:00,3,OFF27,9,44,1
SE3OFF2711239,2022/01/10,09:00:00,10:00:00,3,OFF27,9,44,0
SE3OFF2711239,2022/01/10,11:00:00,13:00:00,3,OFF27,12,47,3
SE3OFF2711241,2022/01/10,14:00:00,15:00:00,3,OFF27,10,45,3
SE3OFF2711243,2022/01/10,16:00:00,19:00:00,3,OFF27,10,45,2
SE3OFF2711243,2022/01/10,19:00:00,20:00:00,3,OFF27,7,42,0
SE3OFF2811245,2022/01/10,08:00:00,17:00:00,3,OFF28,9,44,1
SE3OFF2811245,2022/01/10,17:00:00,18:00:00,3,OFF28,10,45,2
SE3OFF2811245,2022/01/10,18:00:00,19:00:00,3,OFF28,7,42,0
SE3OFF2811245,2022/01/10,19:00:00,20:00:00,3,OFF28,7,42,0
SE3OFF2911247,2022/01/10,10:00:00,16:00:00,3,OFF29,12,47,3
SE3OFF2911247,2022/01/10,16:00:00,19:00:00,3,OFF29,10,45,2
SE3OFF2911249,2022/01/10,19:00:00,20:00:00,3,OFF29,7,42,0
SE3OFF3011250,2022/01/10,09:00:00,18:00:00,3,OFF30,9,44,0
SE3OFF3011252,2022/01/10,18:00:00,19:00:00,3,OFF30,7,42,0
SE3OFF3011253,2022/01/10,19:00:00,20:00:00,3,OFF30,7,42,0
SE3OFF3111255,2022/01/10,08:00:00,10:00:00,3,OFF31,9,44,1
SE3OFF3111255,2022/01/10,13:00:00,14:00:00,3,OFF31,12,47,3
SE3OFF3111256,2022/01/10,14:00:00,15:00:00,3,OFF31,10,45,3
SE3OFF3111256,2022/01/10,15:00:00,19:00:00,3,OFF31,10,45,3
SE3OFF3111256,2022/01/10,19:00:00,20:00:00,3,OFF31,7,42,0
SE3OFF3211258,2022/01/10,08:00:00,09:00:00,3,OFF32,9,44,1
SE3OFF3211259,2022/01/10,10:00:00,12:00:00,3,OFF32,12,47,3
SE3OFF3211259,2022/01/10,12:00:00,13:00:00,3,OFF32,12,47,3
SE3OFF3211260,2022/01/10,14:00:00,19:00:00,3,OFF32,10,45,3
SE3OFF3211260,2022/01/10,19:00:00,20:00:00,3,OFF32,7,42,0
SE3OFF3311261,2022/01/10,09:00:00,18:00:00,3,OFF33,9,44,0
SE3OFF3311262,2022/01/10,18:00:00,19:00:00,3,OFF33,7,42,0
SE3OFF3311264,2022/01/10,19:00:00,20:00:00,3,OFF33,7,42,0
SE3OFF3411265,2022/01/10,15:00:00,17:00:00,3,OFF34,10,45,3
SE3OFF3411266,2022/01/10,17:00:00,19:00:00,3,OFF34,10,45,2
SE3OFF3411268,2022/01/10,19:00:00,20:00:00,3,OFF34,7,42,0
SE3OFF3511270,2022/01/10,11:00:00,12:00:00,3,OFF35,12,47,3
SE3OFF3511271,2022/01/10,15:00:00,16:00:00,3,OFF35,10,45,3
SE3OFF3511272,2022/01/10,17:00:00,18:00:00,3,OFF35,10,45,2
SE3OFF3511272,2022/01/10,18:00:00,19:00:00,3,OFF35,7,42,0
SE3OFF3511273,2022/01/10,19:00:00,20:00:00,3,OFF35,7,42,0
SE3OFF3611275,2022/01/10,09:00:00,11:00:00,3,OFF36,9,44,0
SE3OFF3611277,2022/01/10,11:00:00,14:00:00,3,OFF36,12,47,3
SE3OFF3611278,2022/01/10,14:00:00,15:00:00,3,OFF36,10,45,3
SE3OFF3611279,2022/01/10,18:00:00,19:00:00,3,OFF36,7,42,0
SE3OFF3611280,2022/01/10,19:00:00,20:00:00,3,OFF36,7,42,0
SE3OFF3711282,2022/01/10,08:00:00,12:00:00,3,OFF37,9,44,1
SE3OFF3711283,2022/01/10,14:00:00,16:00:00,3,OFF37,10,45,3
SE3OFF3711284,2022/01/10,16:00:00,17:00:00,3,OFF37,10,45,2
SE3OFF3711285,2022/01/10,18:00:00,19:00:00,3,OFF37,7,42,0
SE3OFF3711287,2022/01/10,19:00:00,20:00:00,3,OFF37,7,42,0
SE3OFF3811289,2022/01/10,12:00:00,17:00:00,3,OFF38,12,47,3
SE3OFF3811289,2022/01/10,17:00:00,18:00:00,3,OFF38,10,45,2
SE3OFF3811289,2022/01/10,18:00:00,19:00:00,3,OFF38,7,42,0
SE3OFF3811290,2022/01/10,19:00:00,20:00:00,3,OFF38,7,42,0
SE3OFF3911292,2022/01/10,09:00:00,15:00:00,3,OFF39,9,44,0
SE3OFF3911294,2022/01/10,16:00:00,19:00:00,3,OFF39,10,45,2
SE3OFF3911295,2022/01/10,19:00:00,20:00:00,3,OFF39,7,42,0
SE3OFF4011295,2022/01/10,08:00:00,11:00:00,3,OFF40,9,44,1
SE3OFF4011296,2022/01/10,11:00:00,19:00:00,3,OFF40,12,47,3
SE3OFF4011297,2022/01/10,19:00:00,20:00:00,3,OFF40,7,42,0
SE3OFF4111299,2022/01/10,10:00:00,11:00:00,3,OFF41,12,47,3
SE3OFF4111299,2022/01/10,13:00:00,17:00:00,3,OFF41,12,47,3
SE3OFF4111301,2022/01/10,17:00:00,18:00:00,3,OFF41,10,45,2
SE3OFF4111303,2022/01/10,18:00:00,19:00:00,3,OFF41,7,42,0
SE3OFF4111303,2022/01/10,19:00:00,20:00:00,3,OFF41,7,42,0
SE3OFF4211303,2022/01/10,18:00:00,19:00:00,3,OFF42,7,42,0
SE3OFF4211303,2022/01/10,19:00:00,20:00:00,3,OFF42,7,42,0
SE3OFF4311303,2022/01/10,08:00:00,13:00:00,3,OFF43,9,44,1
SE3OFF4311303,2022/01/10,13:00:00,14:00:00,3,OFF43,12,47,3
SE3OFF4311303,2022/01/10,14:00:00,15:00:00,3,OFF43,10,45,3
SE3OFF4311303,2022/01/10,15:00:00,17:00:00,3,OFF43,10,45,3
SE3OFF4311304,2022/01/10,17:00:00,18:00:00,3,OFF43,10,45,2
SE3OFF4311306,2022/01/10,18:00:00,19:00:00,3,OFF43,7,42,0
SE3OFF4311306,2022/01/10,19:00:00,20:00:00,3,OFF43,7,42,0
SE3OFF4411307,2022/01/10,16:00:00,17:00:00,3,OFF44,10,45,2
SE3OFF4411309,2022/01/10,17:00:00,18:00:00,3,OFF44,10,45,2
SE3OFF4411309,2022/01/10,18:00:00,19:00:00,3,OFF44,7,42,0
SE3OFF4411311,2022/01/10,19:00:00,20:00:00,3,OFF44,7,42,0
SE3OFF4511312,2022/01/10,08:00:00,09:00:00,3,OFF45,9,44,1
SE3OFF4511313,2022/01/10,13:00:00,18:00:00,3,OFF45,12,47,3
SE3OFF4511314,2022/01/10,18:00:00,19:00:00,3,OFF45,7,42,0
SE3OFF4511316,2022/01/10,19:00:00,20:00:00,3,OFF45,7,42,0
SE3OFF4611316,2022/01/10,08:00:00,09:00:00,3,OFF46,9,44,1
SE3OFF4611316,2022/01/10,10:00:00,19:00:00,3,OFF46,12,47,3
SE3OFF4611317,2022/01/10,19:00:00,20:00:00,3,OFF46,7,42,0
SE3OFF4711317,2022/01/10,15:00:00,16:00:00,3,OFF47,10,45,3
SE3OFF4711318,2022/01/10,16:00:00,19:00:00,3,OFF47,10,45,2
SE3OFF4711319,2022/01/10,19:00:00,20:00:00,3,OFF47,7,42,0
SE3OFF4811320,2022/01/10,10:00:00,12:00:00,3,OFF48,12,47,3
SE3OFF4811320,2022/01/10,12:00:00,13:00:00,3,OFF48,12,47,3
SE3OFF4811320,2022/01/10,13:00:00,14:00:00,3,OFF48,12,47,3
SE3OFF4811320,2022/01/10,17:00:00,18:00:00,3,OFF48,10,45,2
SE3OFF4811320,2022/01/10,18:00:00,19:00:00,3,OFF48,7,42,0
